,LocalCidade,LocalUF,RegiaoBrasil,PopEstimada_2018,PopCenso_2010,IDHM,ReceitasRealizadas_2014,DespesasEmpenhadas_2014,Pib_2014
3460,GENERAL SALGADO,SP,SE,10876,10669,0.747,35963,36312,29866.95
3461,GETULINA,SP,SE,11370,10765,0.717,28647,27055,14063.39
3462,GLICERIO,SP,SE,4801,4565,0.735,20213,17485,16090.68
3463,GUAICARA,SP,SE,12039,10670,0.739,29721,26882,14155.46
3464,GUAIMBE,SP,SE,5743,5425,0.728,21611,19214,12231.69
3465,GUAIRA,SP,SE,40533,37404,0.753,162627,135185,43014.22
3466,GUAPIACU,SP,SE,21125,17869,0.725,59767,71123,21845.39
3467,GUAPIARA,SP,SE,17293,17998,0.675,43996,39572,36498.93
3468,GUARA,SP,SE,21129,19858,0.718,59709,56193,21226.22
3469,GUARACAI,SP,SE,8357,8435,0.719,26837,24984,23967.88
3470,GUARACI,SP,SE,11088,9976,0.737,54590,47330,23191.11
3471,GUARANI D'OESTE,SP,SE,2002,1970,0.732,13096,10986,14126.46
3472,GUARANTA,SP,SE,6654,6404,0.713,22234,19501,18758.38
3473,GUARARAPES,SP,SE,32774,30597,0.763,77670,69945,26048.46
3475,GUARATINGUETA,SP,SE,121073,112072,0.798,264559,250378,40014.21
3476,GUAREI,SP,SE,18143,14565,0.687,36213,32490,12320.09
3477,GUARIBA,SP,SE,39714,35486,0.719,98581,91549,20687.68
3478,GUARUJA,SP,SE,318107,290752,0.751,1096989,1061764,26337.72
3479,GUARULHOS,SP,SE,1365899,1221979,0.763,3563343,3449675,39402.08
3480,GUATAPARA,SP,SE,7602,6966,0.743,31215,29009,22424.78
3481,GUZOLANDIA,SP,SE,5226,4754,0.697,18718,15438,10792.95
3482,HERCULANDIA,SP,SE,9462,8696,0.727,22723,18852,24466.36
3484,HORTOLANDIA,SP,SE,227353,192692,0.756,702374,626348,49984.33
3485,IACANGA,SP,SE,11559,10013,0.745,40420,39191,40342.19
3486,IACRI,SP,SE,6348,6419,0.733,19538,16883,23806.96
3487,IARAS,SP,SE,8956,6376,0.674,24920,22376,10263.97
3488,IBATE,SP,SE,34726,30734,0.703,76652,71405,20077.63
3489,IBIRA,SP,SE,12264,10896,0.74,37526,34842,17660.93
3490,IBIRAREMA,SP,SE,7663,6725,0.708,27164,27523,25101.33
3491,IBITINGA,SP,SE,59451,53158,0.747,121560,112970,22605.11
3492,IBIUNA,SP,SE,78262,71217,0.71,153446,141411,19627.47
3494,IEPE,SP,SE,8124,7628,0.736,30183,28298,25008.55
3495,IGARACU DO TIETE,SP,SE,24598,23362,0.727,50822,48455,10995.95
3496,IGARAPAVA,SP,SE,30246,27952,0.768,84686,80834,34619.89
3497,IGARATA,SP,SE,9483,8831,0.711,31299,29471,17577.18
3498,IGUAPE,SP,SE,30721,28841,0.726,95564,95866,36365.37
3501,ILHA SOLTEIRA,SP,SE,26582,25064,0.812,122273,107953,20015.96
3503,INDIANA,SP,SE,4892,4825,0.761,14808,13779,12031.31
3504,INDIAPORA,SP,SE,3908,3903,0.751,19340,19780,16427.02
3505,INUBIA PAULISTA,SP,SE,3963,3630,0.759,14843,13475,31285.01
3506,IPAUSSU,SP,SE,14869,13663,0.727,39879,37419,22477.75
3507,IPERO,SP,SE,36280,28300,0.719,83987,82706,13004.81
3509,IPIGUA,SP,SE,5306,4463,0.73,17335,14515,14625.3
3510,IPORANGA,SP,SE,4238,4299,0.703,21147,20561,9044.38
3511,IPUA,SP,SE,16209,14148,0.749,51989,46154,19090.91
3513,IRAPUA,SP,SE,7937,7275,0.713,22256,19675,13121.21
3514,IRAPURU,SP,SE,8261,7789,0.712,18909,17324,9679.38
3515,ITABERA,SP,SE,17635,17858,0.693,47782,43586,31529.6
3516,ITAI,SP,SE,26861,24008,0.713,81191,69734,20341.9
3517,ITAJOBI,SP,SE,15226,14556,0.73,53880,48135,28375.38
3518,ITAJU,SP,SE,3782,3246,0.705,18101,15577,19256.32
3519,ITANHAEM,SP,SE,100496,87057,0.745,346976,322395,15642.95
3520,ITAOCA,SP,SE,3326,3228,0.68,15560,15358,10273.27
3521,ITAPECERICA DA SERRA,SP,SE,173672,152614,0.742,373732,336900,19139.79
3522,ITAPETININGA,SP,SE,162231,144377,0.763,388812,346844,26277.7
3523,ITAPEVA,SP,SE,93892,87753,0.732,273524,231394,24618.83
3525,ITAPIRA,SP,SE,74299,68537,0.762,241479,219173,41477.7
3526,ITAPIRAPUA PAULISTA,SP,SE,4213,3880,0.661,15316,13305,7613.99
3527,ITAPOLIS,SP,SE,42903,40051,0.744,98099,92775,28245.7
3528,ITAPORANGA,SP,SE,15125,14549,0.719,37352,35611,14183.08
3529,ITAPUI,SP,SE,13833,12173,0.725,39389,34076,42553.98
3530,ITAPURA,SP,SE,4860,4357,0.72,27277,24211,17071.51
3531,ITAQUAQUECETUBA,SP,SE,366519,321770,0.714,625231,478581,18357.75
3532,ITARARE,SP,SE,50360,47934,0.703,104680,97790,15966.63
3533,ITARIRI,SP,SE,17271,15471,0.677,35389,33374,12007.02
3534,ITATIBA,SP,SE,119090,101471,0.778,321084,293563,47237.98
3535,ITATINGA,SP,SE,20467,18052,0.706,58268,61454,11526.89
3536,ITIRAPINA,SP,SE,17922,15524,0.724,54277,50523,22416.12
3538,ITOBI,SP,SE,7830,7546,0.717,16150,13957,14481.15
3539,ITU,SP,SE,172268,154147,0.773,574479,531796,43971.69
3541,ITUVERAVA,SP,SE,41598,38695,0.765,135433,120521,28082.63
3542,JABORANDI,SP,SE,6911,6592,0.711,26903,23065,16918.56
3543,JABOTICABAL,SP,SE,76864,71662,0.778,255503,241117,32103.1
3544,JACAREI,SP,SE,231863,211214,0.777,720161,645852,47078.28
3545,JACI,SP,SE,6934,5657,0.723,23057,19931,44928.93
3546,JACUPIRANGA,SP,SE,17842,17208,0.717,44433,41429,19812.0
3548,JALES,SP,SE,49011,47012,0.776,111628,103308,24682.94
3549,JAMBEIRO,SP,SE,6485,5349,0.756,30830,30248,45276.49
3550,JANDIRA,SP,SE,123481,108344,0.76,257333,225969,27694.78
3551,JARDINOPOLIS,SP,SE,43774,37661,0.735,112953,105660,21769.08
3553,JAU,SP,SE,148581,131040,0.778,383205,338722,27802.46
3554,JERIQUARA,SP,SE,3168,3160,0.703,17085,15521,22001.01
3555,JOANOPOLIS,SP,SE,13098,11768,0.699,32850,29475,14573.74
3556,JOAO RAMALHO,SP,SE,4495,4150,0.741,18754,18403,30057.45
3557,JOSE BONIFACIO,SP,SE,36655,32763,0.777,87538,82721,31143.86
3559,JUMIRIM,SP,SE,3315,2798,0.741,18051,13559,22664.68
3561,JUNQUEIROPOLIS,SP,SE,20524,18726,0.745,58838,52994,26680.73
3563,JUQUITIBA,SP,SE,31235,28737,0.709,63299,61698,14423.48
3564,LAGOINHA,SP,SE,4903,4841,0.693,18002,16019,10976.76
3565,LARANJAL PAULISTA,SP,SE,28240,25251,0.729,76635,73116,28348.88
3566,LAVINIA,SP,SE,11667,8779,0.721,29193,23875,11165.76
3568,LEME,SP,SE,102412,91756,0.744,145299,220355,28678.74
3569,LENCOIS PAULISTA,SP,SE,67859,61428,0.764,211894,172831,34371.76
3570,LIMEIRA,SP,SE,303682,276022,0.775,845935,764149,37938.54
3571,LINDOIA,SP,SE,7864,6712,0.742,32668,29290,18939.85
3572,LINS,SP,SE,77510,71432,0.786,174451,166538,46110.27
3573,LORENA,SP,SE,88276,82537,0.766,178533,164391,24456.18
3574,LOURDES,SP,SE,2278,2128,0.742,13860,12004,14439.75
3576,LUCELIA,SP,SE,21604,19882,0.752,51027,47172,16743.43
3577,LUCIANOPOLIS,SP,SE,2385,2249,0.733,14002,14094,16051.49
3579,LUIZIANIA,SP,SE,5723,5030,0.702,16589,14898,10884.06
3580,LUPERCIO,SP,SE,4571,4353,0.724,19542,17250,10557.48
3581,LUTECIA,SP,SE,2663,2714,0.72,16064,13510,28516.44
3582,MACATUBA,SP,SE,17111,16259,0.77,55701,50422,32955.32
3583,MACAUBAL,SP,SE,8093,7663,0.743,22604,19249,16418.02
3584,MACEDONIA,SP,SE,3704,3664,0.74,17199,14855,15485.3
3585,MAGDA,SP,SE,3136,3200,0.753,20584,15154,21010.85
3586,MAIRINQUE,SP,SE,46852,43223,0.743,131308,124452,35995.34
3587,MAIRIPORA,SP,SE,98374,80956,0.788,213647,196563,16403.99
3588,MANDURI,SP,SE,9780,8992,0.739,26249,25703,16521.94
3589,MARABA PAULISTA,SP,SE,5757,4812,0.677,23138,19041,22262.52
3590,MARACAI,SP,SE,13967,13332,0.771,47098,41322,32612.59
3592,MARIAPOLIS,SP,SE,4077,3916,0.718,14346,12143,12973.06
3593,MARILIA,SP,SE,237130,216745,0.798,713356,687621,29640.48
3594,MARINOPOLIS,SP,SE,2117,2113,0.731,14661,11750,13030.62
3595,MARTINOPOLIS,SP,SE,26289,24219,0.721,69540,63905,18571.61
3596,MATAO,SP,SE,82702,76786,0.773,193289,176233,42543.05
3597,MAUA,SP,SE,468148,417064,0.766,911949,805683,27421.26
3598,MENDONCA,SP,SE,5413,4640,0.744,24882,21732,36640.68
3600,MESOPOLIS,SP,SE,1910,1886,0.724,17034,13834,23324.52
3601,MIGUELOPOLIS,SP,SE,22093,20451,0.741,79100,73356,32929.86
3602,MINEIROS DO TIETE,SP,SE,12849,12038,0.73,35070,32199,11873.52
3603,MIRACATU,SP,SE,19919,20592,0.697,60453,55511,18705.07
3604,MIRA ESTRELA,SP,SE,3066,2820,0.743,20418,16979,15263.41
3605,MIRANDOPOLIS,SP,SE,29418,27483,0.751,71447,65924,19168.77
3606,MIRANTE DO PARANAPANEMA,SP,SE,18178,17059,0.724,54166,49722,20777.53
3607,MIRASSOL,SP,SE,59333,53792,0.762,137346,119191,26782.27
3608,MIRASSOLANDIA,SP,SE,4822,4295,0.738,16493,14195,15317.4
3609,MOCOCA,SP,SE,68788,66290,0.762,156790,140987,26193.93
3610,MOGI DAS CRUZES,SP,SE,440769,387779,0.783,981634,885241,33278.09
3612,MOGI MIRIM,SP,SE,92715,86505,0.784,322544,305242,43945.56
3613,MOMBUCA,SP,SE,3478,3266,0.719,19153,18305,17860.5
3614,MONCOES,SP,SE,2252,2132,0.772,19703,17037,32189.13
3615,MONGAGUA,SP,SE,55731,46293,0.754,185039,160324,16473.68
3616,MONTE ALEGRE DO SUL,SP,SE,7964,7152,0.759,27964,27392,23664.11
3617,MONTE ALTO,SP,SE,50216,46642,0.768,123655,116948,32663.48
3618,MONTE APRAZIVEL,SP,SE,24794,21746,0.785,56557,54526,23723.46
3619,MONTE AZUL PAULISTA,SP,SE,19050,18931,0.753,56580,49152,23275.96
3620,MONTE CASTELO,SP,SE,4166,4063,0.741,19294,17413,19627.84
3621,MONTEIRO LOBATO,SP,SE,4608,4120,0.71,16750,14763,12150.69
3623,MORRO AGUDO,SP,SE,32641,29116,0.712,112620,100762,33596.38
3624,MORUNGABA,SP,SE,13458,11769,0.715,39771,35738,30534.01
3625,MOTUCA,SP,SE,4720,4290,0.741,19860,16765,15312.02
3626,MURUTINGA DO SUL,SP,SE,4466,4186,0.726,18587,16838,12207.61
3627,NANTES,SP,SE,3103,2707,0.714,19270,15360,30244.9
3628,NARANDIBA,SP,SE,4809,4288,0.718,26726,24473,44810.07
3629,NATIVIDADE DA SERRA,SP,SE,6681,6678,0.655,24517,21751,9394.45
3630,NAZARE PAULISTA,SP,SE,18346,16414,0.678,46698,40204,17630.34
3631,NEVES PAULISTA,SP,SE,8936,8772,0.754,24861,22780,17999.56
3632,NHANDEARA,SP,SE,11427,10725,0.751,30482,28180,22694.32
3633,NIPOA,SP,SE,5126,4274,0.713,16731,14669,15532.86
3634,NOVA ALIANCA,SP,SE,6875,5891,0.738,21643,19499,14265.85
3635,NOVA CAMPINA,SP,SE,9647,8515,0.651,27845,23755,34150.74
3636,NOVA CANAA PAULISTA,SP,SE,1911,2114,0.715,15776,12668,14887.24
3637,NOVA CASTILHO,SP,SE,1255,1125,0.756,14704,11298,25419.35
3638,NOVA EUROPA,SP,SE,11013,9300,0.765,31578,29615,26885.18
3639,NOVA GRANADA,SP,SE,21307,19180,0.739,44352,41803,16478.64
3640,NOVA GUATAPORANGA,SP,SE,2308,2177,0.726,12834,10759,11865.55
3641,NOVA INDEPENDENCIA,SP,SE,3883,3068,0.735,21899,20576,29287.41
3642,NOVAIS,SP,SE,5712,4592,0.719,18634,16631,8622.97
3643,NOVA LUZITANIA,SP,SE,4041,3441,0.743,16594,14099,9976.54
3644,NOVA ODESSA,SP,SE,59371,51242,0.791,163105,150594,48487.48
3645,NOVO HORIZONTE,SP,SE,40680,36593,0.753,104471,98699,24511.21
3647,OCAUCU,SP,SE,4287,4163,0.717,16840,15075,19143.92
3648,OLEO,SP,SE,2522,2673,0.73,14211,11166,31618.28
3649,OLIMPIA,SP,SE,54406,50024,0.773,191127,158708,31712.64
3651,ORIENTE,SP,SE,6487,6097,0.77,17962,16044,14951.65
3653,ORLANDIA,SP,SE,43687,39781,0.78,146507,118996,34734.1
3655,OSCAR BRESSANE,SP,SE,2602,2537,0.749,14694,13107,25917.58
3656,OSVALDO CRUZ,SP,SE,32754,30917,0.762,86900,75901,26762.3
3657,OURINHOS,SP,SE,112711,103035,0.778,311113,292590,25187.09
3658,OUROESTE,SP,SE,10177,8405,0.77,72460,56524,39550.19
3659,OURO VERDE,SP,SE,8503,7800,0.692,24413,22883,10750.61
3660,PACAEMBU,SP,SE,14130,13226,0.725,34959,33140,12360.86
3661,PALESTINA,SP,SE,12786,11051,0.732,37351,33557,22410.59
3662,PALMARES PAULISTA,SP,SE,13058,10934,0.722,24497,21446,8742.61
3663,PALMEIRA D'OESTE,SP,SE,9340,9584,0.753,26310,24003,16407.63
3664,PALMITAL,SP,SE,22168,21186,0.746,72404,65325,25692.98
3665,PANORAMA,SP,SE,15690,14583,0.722,39635,37354,15638.7
3666,PARAGUACU PAULISTA,SP,SE,45455,42278,0.762,134262,110956,21993.08
3667,PARAIBUNA,SP,SE,18180,17388,0.719,66429,57718,14041.0
3669,PARANAPANEMA,SP,SE,19993,17808,0.717,72651,63746,26766.52
3670,PARANAPUA,SP,SE,4061,3815,0.732,18184,14603,17246.38
3671,PARAPUA,SP,SE,10980,10844,0.737,29649,27516,26545.29
3672,PARDINHO,SP,SE,6360,5582,0.727,31671,28384,37142.91
3673,PARIQUERA-ACU,SP,SE,19570,18446,0.736,41800,40598,23244.6
3674,PARISI,SP,SE,2153,2032,0.721,15865,12944,15059.19
3676,PAULICEIA,SP,SE,7274,6339,0.711,27442,24500,31712.95
3678,PAULISTANIA,SP,SE,1832,1779,0.718,14352,11688,12659.4
3680,PEDERNEIRAS,SP,SE,46251,41497,0.739,125706,115208,40333.08
3681,PEDRA BELA,SP,SE,6075,5780,0.677,18370,16763,11370.42
3682,PEDRANOPOLIS,SP,SE,2508,2558,0.742,15283,15345,17503.19
3683,PEDREGULHO,SP,SE,16676,15700,0.715,58759,50648,41473.64
3684,PEDREIRA,SP,SE,47361,41558,0.769,117958,111078,23582.62
3685,PEDRINHAS PAULISTA,SP,SE,3085,2940,0.774,17419,15104,32025.25
3686,PEDRO DE TOLEDO,SP,SE,11240,10204,0.696,31989,29293,12721.26
3687,PENAPOLIS,SP,SE,63047,58510,0.759,148110,133513,21843.13
3689,PEREIRAS,SP,SE,8560,7454,0.736,28401,27274,16890.71
3690,PERUIBE,SP,SE,67548,59773,0.749,214692,203465,19699.03
3691,PIACATU,SP,SE,5922,5287,0.732,19374,16777,13619.05
3692,PIEDADE,SP,SE,55149,52143,0.716,103860,94181,20747.62
3693,PILAR DO SUL,SP,SE,28963,26406,0.69,62392,56641,19130.76
3694,PINDAMONHANGABA,SP,SE,166475,146995,0.773,375805,362297,41346.39
3695,PINDORAMA,SP,SE,16877,15039,0.737,42591,36613,17535.98
3696,PINHALZINHO,SP,SE,15021,13105,0.725,32363,27776,15756.03
3697,PIQUEROBI,SP,SE,3685,3537,0.711,19273,18132,14780.38
3698,PIQUETE,SP,SE,13742,14107,0.757,27501,24046,10202.23
3699,PIRACAIA,SP,SE,27140,25116,0.739,73261,64184,16544.71
3701,PIRAJU,SP,SE,29741,28475,0.758,79544,73334,18787.79
3702,PIRAJUI,SP,SE,25259,22704,0.749,56687,51592,13697.1
3703,PIRANGI,SP,SE,11362,10623,0.756,34260,28518,19217.74
3704,PIRAPORA DO BOM JESUS,SP,SE,18604,15733,0.727,54347,52584,21075.39
3705,PIRAPOZINHO,SP,SE,27295,24694,0.776,60494,53396,27931.34
3706,PIRASSUNUNGA,SP,SE,75930,70081,0.801,200718,202103,31283.57
3707,PIRATININGA,SP,SE,13503,12072,0.779,37527,33857,14118.52
3708,PITANGUEIRAS,SP,SE,39349,35307,0.723,106982,82474,23251.46
3709,PLANALTO,SP,SE,5167,4463,0.719,22600,19612,46235.72
3710,PLATINA,SP,SE,3521,3192,0.719,17952,17244,19180.6
3711,POA,SP,SE,116530,106013,0.771,387057,361432,38611.08
3712,POLONI,SP,SE,6004,5395,0.766,16855,14989,18725.86
3713,POMPEIA,SP,SE,21851,19964,0.786,76273,68531,46572.55
3714,PONGAI,SP,SE,3432,3481,0.755,16854,13388,16135.89
3715,PONTAL,SP,SE,49047,40244,0.725,92202,84106,18733.01
3716,PONTALINDA,SP,SE,4580,4074,0.702,17846,14991,13535.25
3717,PONTES GESTAL,SP,SE,2577,2518,0.732,21289,18593,48277.66
3718,POPULINA,SP,SE,4186,4223,0.714,19506,17903,17046.57
3719,PORANGABA,SP,SE,9779,8326,0.703,24097,20534,16048.41
3720,PORTO FELIZ,SP,SE,52785,48893,0.758,197464,157943,30137.66
3721,PORTO FERREIRA,SP,SE,55787,51400,0.751,145578,140792,31640.97
3723,POTIRENDABA,SP,SE,17201,15449,0.747,52101,49455,27155.45
3724,PRACINHA,SP,SE,3971,2858,0.696,12460,10459,7302.48
3725,PRADOPOLIS,SP,SE,21110,17377,0.733,61744,57201,16954.84
3726,PRAIA GRANDE,SP,SE,319146,262051,0.754,1116689,1013324,21300.88
3727,PRATANIA,SP,SE,5204,4599,0.701,19533,17245,15609.15
3728,PRESIDENTE ALVES,SP,SE,4108,4123,0.735,16006,15049,16488.92
3729,PRESIDENTE BERNARDES,SP,SE,13190,13570,0.757,43626,39028,17240.25
3730,PRESIDENTE EPITACIO,SP,SE,44006,41318,0.75,95371,89256,22638.25
3731,PRESIDENTE PRUDENTE,SP,SE,227072,207610,0.806,603319,514790,30817.38
3732,PRESIDENTE VENCESLAU,SP,SE,39448,37910,0.763,111140,111017,17321.3
3733,PROMISSAO,SP,SE,40027,35674,0.743,100818,93969,38380.08
3734,QUADRA,SP,SE,3753,3236,0.678,19055,17551,26413.69
3735,QUATA,SP,SE,14006,12799,0.738,40316,34954,28750.09
3737,QUELUZ,SP,SE,13228,11309,0.722,30331,26428,16695.39
3738,QUINTANA,SP,SE,6587,6004,0.732,24255,21639,20054.05
3739,RAFARD,SP,SE,9050,8612,0.745,32078,30632,28910.75
3740,RANCHARIA,SP,SE,29688,28804,0.751,88215,81567,33010.27
3741,REDENCAO DA SERRA,SP,SE,3863,3873,0.657,16816,13403,13042.77
3742,REGENTE FEIJO,SP,SE,20124,18494,0.768,57986,52783,28993.01
3743,REGINOPOLIS,SP,SE,9399,7323,0.728,24635,21487,11256.25
3744,REGISTRO,SP,SE,56249,54261,0.754,162668,138894,30163.64
3745,RESTINGA,SP,SE,7504,6587,0.705,30132,30167,20936.64
3746,RIBEIRA,SP,SE,3351,3358,0.698,13444,11613,12725.97
3747,RIBEIRAO BONITO,SP,SE,13137,12135,0.712,35118,33552,16200.77
3748,RIBEIRAO BRANCO,SP,SE,16684,18269,0.639,41598,38999,20899.05
3749,RIBEIRAO CORRENTE,SP,SE,4682,4273,0.711,19967,17050,16020.33
3750,RIBEIRAO DO SUL,SP,SE,4542,4446,0.747,16247,14205,26509.65
3751,RIBEIRAO DOS INDIOS,SP,SE,2227,2187,0.721,12514,11496,15096.16
3752,RIBEIRAO GRANDE,SP,SE,7666,7422,0.705,31175,26066,28807.83
3753,RIBEIRAO PIRES,SP,SE,122607,113068,0.784,268275,263537,23368.18
3754,RIBEIRAO PRETO,SP,SE,694534,604682,0.8,2192695,2062084,41736.07
3756,RIFAINA,SP,SE,3618,3436,0.74,29014,28624,25529.89
3757,RINCAO,SP,SE,10786,10414,0.734,29853,27339,14920.92
3758,RINOPOLIS,SP,SE,10003,9935,0.723,24763,22113,24074.63
3759,RIO CLARO,SP,SE,204797,186253,0.803,714268,616068,42663.58
3760,RIO DAS PEDRAS,SP,SE,34704,29501,0.759,97429,89860,31168.75
3761,RIO GRANDE DA SERRA,SP,SE,50241,43974,0.749,69385,103284,11039.99
3764,ROSEIRA,SP,SE,10621,9599,0.737,29950,27464,22575.07
3765,RUBIACEA,SP,SE,3093,2729,0.721,15076,13164,16322.29
3766,RUBINEIA,SP,SE,3125,2862,0.759,23059,19610,19085.29
3767,SABINO,SP,SE,5564,5217,0.728,22483,21292,17401.77
3768,SAGRES,SP,SE,2435,2395,0.73,13138,12258,15330.3
3769,SALES,SP,SE,6253,5451,0.751,30687,27082,17362.95
3770,SALES OLIVEIRA,SP,SE,11779,10568,0.772,36464,31820,24967.26
3771,SALESOPOLIS,SP,SE,17022,15635,0.732,36709,37219,11576.78
3772,SALMOURAO,SP,SE,5262,4818,0.719,16093,13934,11700.67
3773,SALTINHO,SP,SE,8176,7059,0.791,25132,22738,24695.15
3774,SALTO,SP,SE,117561,105516,0.78,296681,264548,49036.44
3775,SALTO DE PIRAPORA,SP,SE,44972,40132,0.729,124567,95878,32276.12
3776,SALTO GRANDE,SP,SE,9297,8787,0.704,24720,22313,19527.37
3778,SANTA ADELIA,SP,SE,15397,14333,0.76,53000,49506,18537.53
3779,SANTA ALBERTINA,SP,SE,5993,5723,0.728,26013,21218,27073.29
3780,SANTA BARBARA D OESTE,SP,SE,192536,180009,0.781,439205,410107,27773.2
3781,SANTA BRANCA,SP,SE,14717,13763,0.735,40972,36295,16792.68
3782,SANTA CLARA D'OESTE,SP,SE,2118,2084,0.733,16408,15383,20211.91
3783,SANTA CRUZ DA CONCEICAO,SP,SE,4461,4002,0.79,21383,19495,28925.31
3784,SANTA CRUZ DA ESPERANCA,SP,SE,2124,1953,0.743,15768,13220,18066.09
3785,SANTA CRUZ DAS PALMEIRAS,SP,SE,33975,29932,0.728,68537,61533,12632.09
3786,SANTA CRUZ DO RIO PARDO,SP,SE,47395,43921,0.762,125122,111794,36088.9
3788,SANTA FE DO SUL,SP,SE,32076,29239,0.784,115659,117085,29755.58
3790,SANTA ISABEL,SP,SE,56792,50453,0.738,130298,122446,27578.31
3791,SANTA LUCIA,SP,SE,8779,8248,0.737,20127,19837,10789.96
3792,SANTA MARIA DA SERRA,SP,SE,6107,5413,0.686,21280,17827,22634.86
3793,SANTA MERCEDES,SP,SE,2935,2831,0.739,14979,12907,16773.83
3794,SANTANA DA PONTE PENSA,SP,SE,1507,1641,0.773,12891,10999,16478.98
3796,SANTA RITA D'OESTE,SP,SE,2510,2543,0.761,19662,16932,19392.98
3797,SANTA RITA DO PASSA QUATRO,SP,SE,27514,26478,0.775,94676,76146,21663.09
3798,SANTA ROSA DE VITERBO,SP,SE,26322,23862,0.77,57741,54113,30773.42
3799,SANTA SALETE,SP,SE,1539,1447,0.772,13028,10502,15016.25
3801,SANTO ANDRE,SP,SE,716109,676407,0.815,2169286,2176393,36948.06
3802,SANTO ANTONIO DA ALEGRIA,SP,SE,6880,6304,0.702,21228,18766,18369.91
3803,SANTO ANTONIO DE POSSE,SP,SE,23085,20650,0.702,79189,66738,36325.89
3804,SANTO ANTONIO DO ARACANGUA,SP,SE,8356,7626,0.757,43205,38018,26380.08
3805,SANTO ANTONIO DO JARDIM,SP,SE,5968,5943,0.714,20720,19509,21635.63
3806,SANTO ANTONIO DO PINHAL,SP,SE,6794,6486,0.706,25550,23782,13514.08
3807,SANTO EXPEDITO,SP,SE,3086,2803,0.732,12667,11253,10255.2
3808,SANTOPOLIS DO AGUAPEI,SP,SE,4736,4277,0.74,15611,14727,12351.83
3809,SANTOS,SP,SE,432957,419400,0.84,2294850,2145630,46007.27
3810,SAO BENTO DO SAPUCAI,SP,SE,10862,10468,0.72,30602,28860,15946.14
3813,SAO CARLOS,SP,SE,249415,221950,0.805,668443,641640,40435.49
3814,SAO FRANCISCO,SP,SE,2826,2793,0.723,15899,13574,13619.39
3815,SAO JOAO DA BOA VISTA,SP,SE,90637,83639,0.797,289099,260309,30301.26
3816,SAO JOAO DAS DUAS PONTES,SP,SE,2574,2566,0.72,13912,12214,12547.02
3817,SAO JOAO DE IRACEMA,SP,SE,1912,1780,0.748,19260,13925,16002.94
3818,SAO JOAO DO PAU D'ALHO,SP,SE,2111,2103,0.75,13337,11649,18489.85
3819,SAO JOAQUIM DA BARRA,SP,SE,51447,46512,0.762,110309,100181,27861.56
3820,SAO JOSE DA BELA VISTA,SP,SE,8895,8406,0.693,24207,22353,13048.81
3821,SAO JOSE DO BARREIRO,SP,SE,4151,4077,0.684,19011,17048,10680.77
3822,SAO JOSE DO RIO PARDO,SP,SE,54763,51900,0.774,169665,164783,30453.74
3823,SAO JOSE DO RIO PRETO,SP,SE,456245,408258,0.797,1364184,1225015,33784.16
3825,SAO LOURENCO DA SERRA,SP,SE,15667,13973,0.728,38547,37402,13670.97
3827,SAO MANUEL,SP,SE,40781,38342,0.744,115227,96526,24890.21
3828,SAO MIGUEL ARCANJO,SP,SE,32859,31450,0.71,67820,63748,17558.11
3830,SAO PEDRO,SP,SE,35318,31662,0.755,101223,92081,17688.94
3831,SAO PEDRO DO TURVO,SP,SE,7636,7198,0.703,25292,21425,17165.03
3832,SAO ROQUE,SP,SE,89943,78821,0.768,258491,219861,28183.31
3833,SAO SEBASTIAO,SP,SE,87596,73942,0.772,522395,515919,44470.05
3834,SAO SEBASTIAO DA GRAMA,SP,SE,12205,12099,0.701,31073,29247,23191.83
3835,SAO SIMAO,SP,SE,15257,14346,0.766,53491,54268,26801.38
3836,SAO VICENTE,SP,SE,363173,332445,0.768,834838,808050,14119.82
3837,SARAPUI,SP,SE,10177,9027,0.707,25257,21736,13951.54
3838,SARUTAIA,SP,SE,3646,3622,0.688,14506,11897,14441.85
3840,SERRA AZUL,SP,SE,14334,11256,0.686,26599,24503,9528.45
3841,SERRANA,SP,SE,44555,38878,0.729,101269,102533,19527.86
3842,SERRA NEGRA,SP,SE,29001,26387,0.767,86314,76441,21721.18
3843,SERTAOZINHO,SP,SE,124453,110074,0.761,440004,382493,39477.7
3844,SETE BARRAS,SP,SE,12884,13005,0.673,37018,34769,18392.69
3845,SEVERINIA,SP,SE,17328,15501,0.715,48860,44084,16587.09
3846,SILVEIRAS,SP,SE,6264,5792,0.678,25505,21929,9759.45
3847,SOCORRO,SP,SE,40648,36686,0.729,85332,82745,17309.32
3848,SOROCABA,SP,SE,671186,586625,0.798,2417194,2141064,47396.33
3849,SUD MENNUCCI,SP,SE,7708,7435,0.747,34892,29557,25688.08
3850,SUMARE,SP,SE,278571,241311,0.762,654724,600250,47614.58
3851,SUZANO,SP,SE,294638,262480,0.765,615364,559661,36203.61
3852,SUZANAPOLIS,SP,SE,3911,3383,0.699,24706,20304,31061.35
3853,TABAPUA,SP,SE,12328,11363,0.735,34464,31705,18529.58
3854,TABATINGA,SP,SE,16345,14686,0.704,37904,35190,12472.26
3856,TACIBA,SP,SE,6240,5714,0.723,32971,30494,18504.83
3857,TAGUAI,SP,SE,13569,10828,0.709,29725,27366,14218.41
3858,TAIACU,SP,SE,6268,5894,0.71,20394,16162,11378.65
3859,TAIUVA,SP,SE,5568,5447,0.76,19767,20553,15424.03
